date,country_code,country_name,SLT99_FTOT_TREAS,SLT399_FTOT_TREAS_VALCHG,SLT399_FTOT_TREAS_ESTTRANS,SLT99_FTOT_AGCY,SLT399_FTOT_AGCY_VALCHG,SLT399_FTOT_AGCY_ESTTRANS,SLT99_FTOT_CORP,SLT399_FTOT_CORP_VALCHG,SLT399_FTOT_CORP_ESTTRANS,SLT99_FTOT_STK,SLT399_FTOT_STK_VALCHG,SLT399_FTOT_STK_ESTTRANS,SLT99_US_FOR_BOND,SLT399_US_FOR_BOND_VALCHG,SLT399_US_FOR_BOND_ESTTRANS,SLT99_US_FOR_STK,SLT399_US_FOR_STK_VALCHG,SLT399_US_FOR_STK_ESTTRANS
2016-06,30503,Colombia,31082,552,-6214,1325,10,-2,1703,20,-69,13161,10,1509,17167,1151,-325,5524,467,-83
2016-06,30708,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2016-06,30805,Dominican Republic,1309,19,38,12,0,1,287,3,-1,362,0,3,3917,225,-160,11,0,0
2016-06,31003,Ecuador,98,1,-2,114,2,-152,289,3,5,800,0,282,NA,NA,NA,NA,NA,NA
2016-06,31089,El Salvador,639,8,79,39,0,2,104,1,-1,260,0,5,1112,49,13,0,0,0
2016-06,31607,Jamaica,110,2,-4,26,0,-3,403,5,-14,192,0,-2,NA,NA,NA,NA,NA,NA
2016-06,31704,Mexico,39284,571,718,21734,160,222,2539,28,46,35544,32,-536,97754,2798,-30,59222,599,2332
2016-06,31887,Panama,661,12,-136,1411,11,-29,4949,54,180,11344,10,-75,7490,279,-188,16714,-988,-234
2016-06,32204,Peru,12440,190,-418,3163,23,-2,2023,23,33,9361,8,-146,8689,412,-185,2023,193,76
2016-06,32409,Trinidad and Tobago,2829,42,18,1135,9,-38,2938,34,-31,2312,2,-35,620,38,-60,0,0,0
2016-06,32603,Uruguay,4769,67,229,280,2,4,1500,17,40,1928,2,-113,3514,140,-52,42,7,-25
2016-06,32719,Venezuela,266,4,2,109,1,-4,1795,20,10,3069,3,-37,5908,579,-98,206,26,-48
2016-06,34401,Total Caribbean,259414,3767,4810,61891,450,1187,587698,6512,12856,1033365,932,-22351,377916,5038,-1751,1194297,-1762,-12979
2016-06,35254,Aruba,125,1,35,136,1,-17,357,4,9,340,0,14,179,9,18,0,0,0
2016-06,35319,Bahamas,6544,92,346,1881,14,45,11910,126,786,17428,16,-1092,804,16,-92,5152,-164,255
2016-06,35602,Bermuda,50130,723,1295,28402,211,-25,114512,1292,459,86350,73,219,30098,516,655,176239,-3392,-4587
2016-06,35718,Belize,13,0,0,0,0,0,170,2,3,347,0,-12,69,9,-139,41,4,1
2016-06,35807,British Virgin Islands,19942,339,-2973,727,5,-13,19508,223,-154,105193,96,-2917,10786,204,-160,46728,66,88
2016-06,36137,Cayman Islands,175408,2509,5812,28374,201,1296,419429,4622,11392,797545,722,-18035,323954,2254,-375,884180,1267,-11543
2016-06,36188,Curacao,1052,12,250,249,2,-22,919,10,9,2865,2,258,3503,64,112,78644,2749,447
2016-06,37206,Netherlands Antilles,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-06,37508,Saint Lucia,5,0,1,6,0,0,169,2,0,180,0,-6,0,0,0,0,0,0
2016-06,37818,Turks AND Caicos Islands,36,1,0,16,0,-2,164,2,-3,490,0,11,304,18,-18,0,0,0
2016-06,39942,Total Latin America,362177,5447,-5981,29160,217,-93,20773,233,181,107895,97,-1244,226040,11117,352,191950,16306,2092
2016-06,40703,Bahrain,622,13,-263,195,1,-4,199,2,0,918,1,-24,197,-2,8,220,-1,8
2016-06,41319,Sri Lanka,255,6,-146,20,0,0,0,0,0,118,0,97,2836,53,120,401,8,-35
2016-06,41408,China,1239105,18597,-17814,195765,1472,-2693,15614,183,-520,177726,165,-8270,1435,14,2,95182,-498,43
2016-06,42005,Hong Kong,136771,2135,-7509,12740,99,-579,33266,367,768,74437,65,1537,4122,71,-99,121174,591,-1056
2016-06,42102,India,110203,1667,-2488,4,0,0,46,1,1,2199,2,-19,9322,11,-45,123530,1267,-532
2016-06,42218,Indonesia,17512,249,657,3558,27,-19,1960,21,67,292,0,-33,25692,827,1048,30026,2511,68
2016-06,42404,Iraq,7319,113,-297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-06,42501,Israel,28913,425,193,2413,19,-121,5039,57,23,37513,33,-209,17530,-138,653,54694,-843,-618
2016-06,42609,Japan,1086430,16090,-1059,197116,1408,7219,185344,2082,1522,429878,378,2758,100726,5716,4382,652825,-17199,7327
2016-06,43001,Korea,75517,1105,806,50207,372,92,25476,297,-782,74719,65,1787,24774,746,-697,146713,5632,469
2016-06,43109,Kuwait,28651,420,238,4835,37,-115,12615,142,79,131096,122,-6933,NA,NA,NA,NA,NA,NA
2016-06,43419,Lebanon,0,0,0,0,0,0,16,0,0,182,0,3,847,-14,-16,77,0,2
2016-06,43605,Malaysia,13308,197,26,10149,75,58,1960,24,-172,10155,9,-211,10919,321,26,21101,820,-563
2016-06,44105,Oman,15517,237,-472,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,0,364,283,-1,-9
2016-06,44709,Pakistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,-3,-35,2192,99,68
2016-06,44806,Philippines,41232,605,330,47,0,-1,957,12,-143,2271,2,-22,6720,76,-1058,19031,810,436
2016-06,45101,Qatar,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3578,-22,914,2412,-7,101
2016-06,45608,Saudi Arabia,95055,1469,-4237,7029,53,-55,10506,119,15,35270,31,608,NA,NA,NA,NA,NA,NA
2016-06,46019,Singapore,103850,1594,-3888,7133,50,439,60631,670,1219,136381,123,-2044,8310,181,-162,92683,3949,-1716
2016-06,46205,Syria,0,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA
2016-06,46302,Taiwan,185020,2683,3688,207057,1531,554,82801,880,2154,42816,36,2480,81,2,-3,119948,3783,1260
2016-06,46418,Thailand,19864,306,-789,1942,14,64,2942,33,34,2374,2,-73,2971,38,106,31721,596,246
2016-06,46604,United Arab Emirates,56192,815,1084,408,3,-10,6244,71,-51,86695,77,-256,3998,-31,244,6381,-18,182
2016-06,46906,Vietnam,13510,182,1225,0,0,0,1,0,0,32,0,0,604,12,-23,2033,40,-62
2016-06,49999,Total Asia,3289407,49139,-31682,700914,5161,4821,447563,4982,4424,1264027,1127,-8528,230688,8003,5655,1524020,1603,5553
2016-06,50105,Algeria,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-06,50504,Botswana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-06,52418,Gabon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462,14,37,5,2,-66
2016-06,52604,Ghana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167,40,-5,102,4,-36
2016-06,53201,Liberia,432,7,-15,46,0,4,150,2,-5,631,1,-31,1052,45,-290,8509,-1319,-142
2016-06,53805,Mauritius,922,11,188,54,0,13,852,9,41,4261,4,-554,158,6,-26,10112,337,-444
2016-06,54003,Morocco,2399,34,83,0,0,0,5,0,-1,167,0,0,1936,68,-69,476,-1,1
2016-06,54305,Nigeria,2358,34,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,20,-67,1045,45,-377
2016-06,55719,South Africa,9076,131,234,1629,12,2,465,5,10,9282,8,55,9816,608,299,65531,4422,2520
2016-06,57002,Egypt,676,24,-916,276,2,-7,45,1,-11,459,0,3,322,4,-1,2438,-7,-120
2016-06,59994,Total Africa,22622,343,-540,2504,19,5,2225,28,-207,17695,17,-1076,22190,1084,-462,89685,3920,883
2016-06,60089,Australia ,23853,350,191,2485,19,-122,32694,360,956,170385,150,277,115414,2310,-4590,148985,-163,2593
2016-06,61204,Marshall Islands,6,0,1,3,0,0,54,1,8,876,1,-4,2486,77,31,9303,-191,-886
2016-06,61689,New Zealand,3969,68,-599,619,4,17,2385,26,109,12189,11,18,11198,401,-144,8031,265,-1
2016-06,69906,Total Other Countries,27861,418,-415,3149,24,-99,35172,386,1078,184103,162,287,129167,2310,-4209,168071,-163,1811
2016-06,69995,Total Foreign Countries,5533753,82017,-9433,938450,6899,5932,3531379,39278,34560,6187427,5516,-41342,2371178,45640,-11847,6735850,-149871,96574
2016-06,79995,Total IROs,57144,820,1702,8627,64,-46,12215,139,-77,4456,4,-169,3160,1978,-1322,495,-9,29
2016-06,99990,Foreign official: all countries,3762212,56178,-34624,444390,3322,-3626,164715,1847,1706,821422,740,-14627,NA,NA,NA,NA,NA,NA
2016-06,99996,All Countries and IROs,5590897,82837,-7731,947077,6963,5886,3543594,39417,34483,6191883,5520,-41511,2433214,45704,-11255,6736345,-149858,96581
2016-07,10189,Austria,4867,5,-684,455,0,-8,4060,45,34,9770,342,118,7991,77,252,10611,742,161
2016-07,10251,Belgium,94789,93,-1071,4555,3,61,438662,4848,3993,33078,1142,846,7001,73,-789,51229,872,-4940
2016-07,10405,Cyprus,112,0,-9,8,0,0,122,1,-1,356,12,17,952,7,74,861,34,-34
2016-07,10502,Denmark,21647,21,-459,172,0,21,25536,284,49,72363,2508,1564,11498,70,450,81414,3371,420
2016-07,10707,Finland,10177,10,204,14,0,1,5643,62,54,21953,772,151,4594,48,177,35840,1742,632
2016-07,10804,France,49188,38,9904,3241,2,114,54761,632,-1891,122672,4311,964,120978,1246,-2932,329691,17330,-3634
2016-07,11002,Germany,74471,75,-3243,4711,3,76,117506,1289,1930,165957,5704,4923,68009,625,-6617,281291,19338,301
2016-07,11207,Greece,1347,1,-7,26,0,2,263,3,-38,1971,70,-3,3049,1,114,4723,275,-20
2016-07,11304,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412,-7,40,229,2,10
2016-07,11401,Ireland,236550,228,1551,50210,34,1710,296064,3278,2162,243794,8751,-3254,58518,525,4434,401585,15928,-9165
2016-07,11509,Italy,40498,37,2286,2009,1,358,10725,144,179,25082,892,-102,30823,274,-506,62257,2518,825
2016-07,11703,Luxembourg,174187,175,-6185,31840,22,1492,563520,6187,8815,534320,18970,-1212,82423,915,721,45967,1788,669
2016-07,11819,Malta,368,0,18,7,0,0,503,5,16,655,23,9,145,1,-1,737,29,-28
2016-07,12009,Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,2,35,0,-1
2016-07,12106,Netherlands,45677,45,-623,10606,8,-1427,69578,803,119,225044,7719,7130,161021,1619,9374,260042,11737,3607
2016-07,12203,Norway,52594,57,-5969,282,0,165,46235,518,-225,209029,7382,645,26099,239,-171,23906,-113,72
2016-07,12319,Portugal,5118,5,-47,258,0,1,427,5,17,2668,95,-16,4739,51,-56,7716,422,-23
2016-07,12505,Spain,37988,37,-623,950,1,-174,3206,52,-1449,13227,470,-41,21187,212,505,84451,4881,-2955
2016-07,12602,Sweden,39119,38,-212,143,0,21,7167,80,13,118461,4304,-3046,27643,258,-811,84276,3052,-823
2016-07,12688,Switzerland,210406,202,2792,16332,11,133,138395,1545,-92,368633,13020,1088,20628,188,-60,417142,9479,-603
2016-07,12807,Turkey,26137,24,1315,0,0,-1,54,1,-3,546,19,-2,17230,-602,18,17686,-1095,-221
2016-07,13005,United Kingdom,182320,195,-18078,9347,7,-201,482460,5302,4942,762537,27199,-5291,294488,2284,-3611,901727,23744,1772
2016-07,13006,Guernsey,4965,5,115,370,0,-1,4494,50,-33,28553,982,831,10556,80,91,28089,753,-453
2016-07,13007,Jersey,1972,2,-51,152,0,-9,4491,52,-134,16896,625,-754,13411,101,185,87020,2278,672
2016-07,13008,Isle of Man,718,1,7,0,0,0,233,3,-15,893,32,-21,1218,10,-28,2749,70,79
2016-07,13218,Serbia,1381,1,-1,0,0,0,0,0,0,11,0,0,2870,7,197,6,0,0
2016-07,14214,Croatia,1183,1,-12,0,0,0,0,0,0,176,7,-25,2852,-14,85,185,2,5
2016-07,14338,Slovenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3158,28,-190,159,6,-3
2016-07,15202,Bulgaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,0,-13,13,0,-1
2016-07,15288,Czech Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,7,-2,1928,145,18
2016-07,15504,Hungary,806,1,5,702,0,-12,15,0,1,718,25,15,7892,100,-57,3506,271,-93
2016-07,15601,Latvia,253,1,-448,374,0,2,374,4,-10,180,7,-5,465,-2,2,8,0,0
2016-07,15709,Lithuania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1326,-7,-88,23,0,-2
2016-07,15768,Poland,33917,33,-361,0,0,0,468,5,-14,2455,101,-401,13378,222,130,8544,176,285
2016-07,15806,Romania,3829,4,-9,0,0,0,66,1,2,63,2,1,2932,-15,104,967,8,82
2016-07,16101,Russia,87269,88,-3511,0,0,0,119,1,-2,356,13,-14,9169,-141,272,40315,-162,581
2016-07,16403,Ukraine,5356,5,-287,0,0,0,9,0,0,25,1,-2,7533,-38,276,205,2,4
2016-07,16543,Kazakhstan,16209,15,807,69,0,-5,1066,12,2,4876,172,18,3891,-19,229,213,1,51
2016-07,16713,Euro Area Countries,776710,753,599,109384,76,2209,1565775,17363,13928,1402185,49331,9525,576733,5685,4387,1577327,77648,-14617
2016-07,19992,Total Europe,1481310,1461,-22694,137095,95,2240,2281813,25277,18310,2995334,105964,3962,1055478,8347,2010,3277677,119575,-12678
2016-07,29998,Canada,66441,68,-3356,4053,3,85,168970,1852,1112,716351,25511,-3837,336253,2860,-6663,412075,12679,2349
2016-07,30104,Argentina,741,1,187,30,0,-4,1363,15,-13,4564,162,-17,19230,95,1254,3388,-18,-21
2016-07,30155,Barbados,1229,1,100,363,0,17,15680,178,-260,1894,68,-30,2970,46,-33,4,0,0
2016-07,30309,Brazil,241657,232,2755,513,0,-176,734,8,23,5288,191,-114,46608,203,-534,103746,9226,563
2016-07,30406,Chile,28057,27,255,54,0,23,2632,29,43,19896,760,-1565,15382,353,336,11254,314,295
2016-07,30503,Colombia,30030,30,-1082,1303,1,-23,1796,19,74,11359,483,-2285,17579,-339,751,5125,-331,-68
2016-07,30708,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2016-07,30805,Dominican Republic,1309,1,-1,11,0,-1,287,3,-3,364,13,-11,4113,61,135,11,1,-1
2016-07,31003,Ecuador,104,0,6,163,0,49,270,3,-22,597,29,-232,NA,NA,NA,NA,NA,NA
2016-07,31089,El Salvador,625,1,-15,38,0,-1,105,1,0,269,10,-1,1340,19,209,0,0,0
2016-07,31607,Jamaica,100,0,-10,33,0,7,510,5,102,199,7,0,NA,NA,NA,NA,NA,NA
2016-07,31704,Mexico,39023,38,-299,22269,15,520,2587,29,19,36601,1305,-248,96718,-132,-904,59381,-244,403
2016-07,31887,Panama,682,1,20,1466,1,54,5235,56,230,11702,417,-59,7809,124,195,17605,929,-38
2016-07,32204,Peru,12646,12,194,2921,2,-244,2002,23,-44,9792,344,87,8760,76,-5,2296,113,160
2016-07,32409,Trinidad and Tobago,2834,3,2,1164,1,28,2988,33,17,2341,85,-56,597,10,-33,0,0,0
2016-07,32603,Uruguay,4789,5,15,292,0,12,1533,17,16,1923,71,-76,3931,67,350,48,2,4
2016-07,32719,Venezuela,265,0,-1,102,0,-7,1819,20,4,3132,113,-50,6049,323,-182,206,11,-11
2016-07,34401,Total Caribbean,257038,252,-2628,62616,43,682,599516,6629,5189,1053993,37949,-14121,383641,1641,4084,1220298,44625,-18624
2016-07,35254,Aruba,118,0,-7,127,0,-9,368,4,7,345,12,-7,181,3,-1,0,0,0
2016-07,35319,Bahamas,6219,6,-331,2014,1,132,12356,134,312,19414,640,1346,774,9,-39,5027,250,-375
2016-07,35602,Bermuda,50328,49,149,28084,20,-338,115123,1292,-681,87460,3171,1139,31346,311,937,197336,8503,12594
2016-07,35718,Belize,11,0,-2,1,0,1,175,2,3,351,13,-9,68,1,-2,48,2,5
2016-07,35807,British Virgin Islands,20972,19,1011,778,1,50,19355,220,-373,110007,3863,951,10797,121,-110,47538,1497,-687
2016-07,36137,Cayman Islands,172055,171,-3524,29246,20,852,430148,4731,5988,810503,29289,-16331,328219,559,3706,886709,28325,-25796
2016-07,36188,Curacao,957,1,-96,255,0,6,978,10,49,3160,105,190,3433,40,-110,80281,1432,205
2016-07,37206,Netherlands Antilles,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-07,37508,Saint Lucia,5,0,0,1,0,-5,173,2,2,182,7,-5,11,0,11,2,0,2
2016-07,37818,Turks AND Caicos Islands,38,0,2,16,0,0,168,2,2,486,18,-22,304,5,-5,2,0,2
2016-07,39942,Total Latin America,364985,352,2456,29506,20,326,21389,234,382,107165,3962,-4692,228739,963,1736,203276,10016,1310
2016-07,40703,Bahrain,668,1,45,194,0,-1,226,2,25,968,34,16,210,1,12,221,3,-2
2016-07,41319,Sri Lanka,295,0,40,20,0,0,0,0,0,18,4,-104,3575,59,680,415,18,-4
2016-07,41408,China,1217209,1205,-23101,199333,136,3432,15615,176,-175,182801,6527,-1452,1507,12,60,99902,3168,1369
2016-07,42005,Hong Kong,139218,133,2314,13104,9,355,34837,375,1196,79248,2734,2077,4096,45,-71,128462,8284,-996
2016-07,42102,India,116861,107,6551,5,0,1,44,1,-3,2344,81,64,9635,66,247,130788,6713,545
2016-07,42218,Indonesia,20867,17,3338,3606,2,46,2070,22,88,315,11,12,27181,606,883,32408,1734,648
2016-07,42404,Iraq,7215,7,-111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07,42501,Israel,28804,28,-137,2364,2,-51,5059,57,-37,38849,1378,-42,17824,83,211,57167,3159,-686
2016-07,42609,Japan,1095284,1056,7798,206669,137,9416,187430,2091,-5,449365,15787,3700,90717,220,-10229,688746,42283,-6362
2016-07,43001,Korea,77911,73,2321,50697,35,455,27295,287,1532,77403,2744,-60,25032,483,-225,155915,8978,224
2016-07,43109,Kuwait,28537,28,-142,4756,3,-82,13142,142,385,135798,4814,-112,NA,NA,NA,NA,NA,NA
2016-07,43419,Lebanon,0,0,0,0,0,0,16,0,0,182,7,-7,1146,5,294,76,1,-2
2016-07,43605,Malaysia,13847,13,526,10529,7,373,1975,22,-7,10460,373,-68,11455,56,480,21063,-185,147
2016-07,44105,Oman,18044,15,2512,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,2,-39,282,4,-5
2016-07,44709,Pakistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,32,31,2363,123,48
2016-07,44806,Philippines,41032,40,-240,46,0,-1,1043,11,75,2385,83,31,6930,66,144,18764,396,-663
2016-07,45101,Qatar,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3502,17,-93,2661,32,217
2016-07,45608,Saudi Arabia,94222,92,-925,7244,5,210,10525,118,-99,35275,1295,-1290,NA,NA,NA,NA,NA,NA
2016-07,46019,Singapore,100502,101,-3449,7801,5,663,59895,684,-1420,144039,5008,2650,8166,75,-219,95875,75,3117
2016-07,46205,Syria,0,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA
2016-07,46302,Taiwan,189340,180,4140,207275,144,74,83542,934,-193,45615,1572,1227,69,2,-14,127287,6655,684
2016-07,46418,Thailand,20250,19,367,1884,1,-59,2961,33,-14,2519,87,58,3235,22,242,33771,2291,-241
2016-07,46604,United Arab Emirates,55018,55,-1229,395,0,-13,6412,70,98,89183,3184,-696,3964,19,-53,6911,83,447
2016-07,46906,Vietnam,13350,13,-173,0,0,0,0,0,-1,35,1,2,608,12,-8,2160,93,34
2016-07,49999,Total Asia,3293313,3198,708,716247,486,14847,454052,5048,1441,1317190,46420,6743,224817,2042,-7913,1606632,84063,-1634
2016-07,50105,Algeria,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07,50504,Botswana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07,52418,Gabon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,9,29,4,0,-1
2016-07,52604,Ghana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,22,11,81,5,-26
2016-07,53201,Liberia,401,0,-31,44,0,-2,150,2,-2,637,23,-17,1051,20,-21,9257,670,78
2016-07,53805,Mauritius,916,1,-7,55,0,1,956,10,94,4290,156,-127,170,3,9,10243,477,-346
2016-07,54003,Morocco,2422,2,21,0,0,0,7,0,2,176,6,3,2028,37,55,508,6,26
2016-07,54305,Nigeria,2374,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,10,-38,967,49,-127
2016-07,55719,South Africa,6754,9,-2331,1610,1,-20,473,5,3,9633,341,10,10541,447,278,72120,5780,809
2016-07,57002,Egypt,571,1,-106,263,0,-13,43,1,-3,469,17,-7,352,18,12,2806,32,336
2016-07,59994,Total Africa,20153,22,-2491,2475,2,-31,2324,25,74,18151,650,-194,23187,719,278,97514,7619,210
2016-07,60089,Australia ,22933,23,-943,2496,2,9,33731,369,668,175260,6257,-2192,115441,1492,-1465,162448,12162,1301
2016-07,61204,Marshall Islands,5,0,-1,3,0,0,56,1,1,964,32,56,2575,28,61,9583,449,-169
2016-07,61689,New Zealand,3119,4,-854,630,0,11,2456,27,44,13304,448,667,11523,153,172,8769,843,-105
2016-07,69906,Total Other Countries,26086,27,-1802,3176,2,25,36283,397,714,190181,6761,-1493,129594,1492,-1065,182739,12162,2506
2016-07,69995,Total Foreign Countries,5509326,5379,-29806,955175,650,18175,3597027,39831,26747,6398637,227227,-13627,2381709,18042,-7511,7000211,292297,-28119
2016-07,79995,Total IROs,56264,56,-936,8826,6,193,12258,138,-95,4775,164,155,3251,707,1531,552,24,33
2016-07,99990,Foreign official: all countries,3731707,3657,-34162,449193,308,4495,165704,1858,-869,851252,30166,-336,NA,NA,NA,NA,NA,NA
2016-07,99996,All Countries and IROs,5565590,5435,-30742,964001,656,18368,3609285,39969,26652,6403412,227391,-13472,2445983,18770,-6001,7000763,290763,-26528
2016-08,10189,Austria,4824,-27,-16,463,0,8,4095,0,35,9922,-10,162,7674,-31,-286,10779,258,-90
2016-08,10251,Belgium,97558,-534,3302,4355,-1,-198,443557,-48,4943,34038,-34,994,7092,-35,126,50454,-373,-402
2016-08,10405,Cyprus,107,-1,-4,2,0,-6,122,0,0,352,0,-4,966,-2,16,717,1,-145
2016-08,10502,Denmark,21844,-122,319,166,0,-6,25856,-3,323,70531,-74,-1758,11918,-57,477,74066,-5390,-1958
2016-08,10707,Finland,9889,-57,-230,16,0,2,5629,-1,-13,23017,-22,1086,4528,-14,-52,35877,-516,553
2016-08,10804,France,55506,-277,6596,3234,-1,-6,56085,-6,1330,122939,-125,392,120784,-337,143,331052,-1684,3045
2016-08,11002,Germany,80980,-419,6929,5084,-1,375,121131,-13,3638,168709,-169,21,67806,-270,67,286425,5638,-504
2016-08,11207,Greece,1326,-8,-14,46,0,20,275,0,12,1833,-2,-136,2844,0,-205,4787,12,52
2016-08,11304,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1269,14,-157,350,4,117
2016-08,11401,Ireland,226626,-1332,-8592,50536,-12,338,301026,-32,4994,248001,-248,4455,57920,-31,-567,399672,21937,-23850
2016-08,11509,Italy,39734,-228,-535,1678,0,-331,10811,-1,87,25646,-26,590,29526,-99,-1198,62937,449,231
2016-08,11703,Luxembourg,169434,-981,-3772,32904,-8,1071,571687,-62,8229,526308,-544,-7468,82918,-95,590,49772,4,3801
2016-08,11819,Malta,357,-2,-9,7,0,0,501,0,-2,632,-1,-22,146,0,1,632,0,-105
2016-08,12009,Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,-1,40,1,4
2016-08,12106,Netherlands,45388,-257,-32,10936,-3,333,70019,-8,449,234294,-229,9479,162823,-195,1997,262723,5996,-3315
2016-08,12203,Norway,53444,-296,1146,226,0,-56,46693,-5,463,209332,-213,516,26267,3,165,24277,455,-84
2016-08,12319,Portugal,5226,-29,137,116,0,-143,421,0,-6,2676,-3,11,4608,-28,-103,7738,18,4
2016-08,12505,Spain,37869,-214,95,1378,0,428,3190,0,-16,13957,-13,743,20503,-76,-608,84696,1109,-864
2016-08,12602,Sweden,39081,-220,182,151,0,8,7190,-1,24,119793,-121,1453,27233,-44,-366,87279,1313,1690
2016-08,12688,Switzerland,208216,-1185,-1005,16508,-4,180,140433,-15,2053,367197,-376,-1060,20096,-141,-391,413644,-2683,-815
2016-08,12807,Turkey,23147,-147,-2843,0,0,0,53,0,-1,538,-1,-7,17849,255,364,18002,247,69
2016-08,13005,United Kingdom,176957,-1027,-4336,9759,-2,414,488289,-53,5882,765643,-777,3883,294019,-840,371,909906,-5779,13958
2016-08,13006,Guernsey,4864,-28,-73,386,0,16,4501,0,7,29409,-29,465,10397,-30,-129,28815,-180,906
2016-08,13007,Jersey,1964,-11,3,152,0,0,4401,0,-90,16687,-17,-192,14855,-38,1482,85457,-558,-1005
2016-08,13008,Isle of Man,715,-4,1,0,0,0,230,0,-3,901,-1,9,1069,-3,-146,2811,-18,80
2016-08,13218,Serbia,1450,-8,77,0,0,0,0,0,0,12,0,1,2801,15,-84,6,0,0
2016-08,14214,Croatia,1135,-7,-41,0,0,0,0,0,0,181,0,5,2826,29,-55,189,4,0
2016-08,14338,Slovenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3123,-6,-29,160,0,1
2016-08,15202,Bulgaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,0,35,71,0,58
2016-08,15288,Czech Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825,-1,86,1749,-197,18
2016-08,15504,Hungary,738,-5,-63,707,0,5,13,0,-2,718,-1,1,8085,64,129,3740,97,137
2016-08,15601,Latvia,243,-1,-9,357,0,-17,368,0,-6,191,0,11,466,5,-4,8,0,0
2016-08,15709,Lithuania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1323,13,-16,23,0,0
2016-08,15768,Poland,33847,-191,121,0,0,0,469,0,1,2952,-3,500,13625,-18,265,8877,153,180
2016-08,15806,Romania,3535,-22,-272,0,0,0,64,0,-2,64,0,1,3076,30,114,1025,19,39
2016-08,16101,Russia,85133,-491,-1645,0,0,0,129,0,10,359,0,3,9504,135,200,41805,1002,488
2016-08,16403,Ukraine,5013,-30,-313,0,0,0,9,0,0,24,0,-1,7314,76,-295,204,4,-5
2016-08,16543,Kazakhstan,15571,-91,-547,63,0,-6,1024,0,-42,4882,-5,11,3969,39,39,264,4,47
2016-08,16713,Euro Area Countries,776192,-4373,3877,111225,-26,1849,1589344,-171,23668,1413979,-1429,10352,575401,-1182,-149,1588584,32851,-21590
2016-08,19992,Total Europe,1468238,-8341,-4731,139458,-33,2396,2314133,-250,32570,3009651,-3052,14049,1055720,-1626,1868,3291368,21388,-7697
2016-08,29998,Canada,67488,-374,1421,4181,-1,129,169729,-18,777,726632,-730,11011,334792,-499,-962,408420,807,-4462
2016-08,30104,Argentina,737,-4,0,24,0,-6,1358,0,-5,4461,-5,-98,19552,475,-153,3439,-90,141
2016-08,30155,Barbados,1997,-7,775,384,0,21,15347,-2,-331,2060,-2,168,2992,83,-61,4,0,0
