date,country_code,country_name,SLT99_FTOT_TREAS,SLT399_FTOT_TREAS_VALCHG,SLT399_FTOT_TREAS_ESTTRANS,SLT99_FTOT_AGCY,SLT399_FTOT_AGCY_VALCHG,SLT399_FTOT_AGCY_ESTTRANS,SLT99_FTOT_CORP,SLT399_FTOT_CORP_VALCHG,SLT399_FTOT_CORP_ESTTRANS,SLT99_FTOT_STK,SLT399_FTOT_STK_VALCHG,SLT399_FTOT_STK_ESTTRANS,SLT99_US_FOR_BOND,SLT399_US_FOR_BOND_VALCHG,SLT399_US_FOR_BOND_ESTTRANS,SLT99_US_FOR_STK,SLT399_US_FOR_STK_VALCHG,SLT399_US_FOR_STK_ESTTRANS
2012-12,10251,Belgium,121644,-528,-905,8428,-6,336,310437,-137,95,24267,170,433,6683,59,39,38756,719,-267
2012-12,10405,Cyprus,72,0,-12,3,0,0,43,0,-2,308,2,93,362,1,11,1255,35,14
2012-12,10502,Denmark,9432,-45,-1005,465,0,-21,28388,-12,566,41925,296,445,5991,27,-301,43583,1028,87
2012-12,10707,Finland,3439,-15,-126,137,0,2,4586,-2,218,12095,86,18,5033,33,60,20369,847,289
2012-12,10804,France,42992,-215,-6875,5314,-4,72,54170,-25,-2429,134703,933,3776,108086,433,1200,256867,8618,-1962
2012-12,11002,Germany,58720,-259,-1425,5534,-5,-954,76407,-33,1864,85052,603,470,82891,812,-785,229444,8922,-1234
2012-12,11207,Greece,1284,-5,43,96,0,-55,3446,-2,-174,3517,25,71,1131,-2,-380,3835,84,384
2012-12,11304,Iceland,780,-3,88,152,0,42,10,0,0,398,3,3,1636,3,-16,204,15,-48
2012-12,11401,Ireland,69270,-281,4085,45677,-32,79,150956,-66,1430,110275,787,-59,46149,35,1694,145306,7667,5995
2012-12,11509,Italy,27208,-120,-731,1475,-1,10,9513,-4,19,13181,94,-7,55390,611,3173,54234,1873,289
2012-12,11703,Luxembourg,115366,-483,3425,25664,-20,-3080,411257,-180,5167,314954,2197,6760,74850,-308,1183,32582,901,-1271
2012-12,11819,Malta,377,-1,92,95,0,6,680,0,38,448,3,8,103,0,4,61,2,-8
2012-12,12009,Monaco,54,0,1,200,0,-3,61,0,1,1939,12,268,0,0,0,10,1,-4
2012-12,12106,Netherlands,27957,-112,1957,12233,-9,-239,67140,-30,331,157994,1110,2335,131392,48,-2,160252,4208,2881
2012-12,12203,Norway,74846,-324,-264,130,0,-64,23077,-10,804,134610,945,2089,33020,29,-369,24998,238,18
2012-12,12319,Portugal,3242,-14,-6,36,0,3,391,0,-6,2389,17,12,1840,79,-41,4533,374,110
2012-12,12505,Spain,24669,-99,1658,774,-1,17,3963,-1,1031,10495,71,526,32784,270,2543,61124,2452,860
2012-12,12602,Sweden,25790,-120,-2119,602,0,-15,11208,-6,-1218,75866,526,2058,31658,142,-167,66772,2713,-293
2012-12,12688,Switzerland,174914,-742,2806,17624,-12,-39,105098,-46,93,241580,1710,1745,14792,30,-609,332245,4224,-590
2012-12,12807,Turkey,9921,-41,390,0,0,0,91,0,1,244,2,1,19175,-81,926,30740,1964,457
2012-12,13005,United Kingdom,107953,-464,411,10435,-7,92,392757,-174,377,515459,3638,5217,301739,-336,-251,751188,14646,-2786
2012-12,13006,Guernsey,3472,-19,-941,488,-1,-292,3434,-2,-169,20847,156,-983,1496,-2,88,22176,447,-824
2012-12,13007,Jersey,2430,-3,1674,348,0,-4,14527,-5,2426,13316,87,1054,9645,-10,246,48682,883,3249
2012-12,13008,Isle of Man,696,-3,-15,2,0,0,517,0,-2,1080,8,-8,1533,-2,-67,1507,28,51
2012-12,13218,Serbia,1121,-5,43,0,0,0,0,0,0,13,0,-6,1417,22,23,11,1,1
2012-12,14214,Croatia,552,-3,-109,0,0,0,1,0,0,220,1,18,2086,3,7,107,7,-7
2012-12,14338,Slovenia,223,-1,28,7,0,1,115,0,3,783,6,-4,1200,3,158,162,4,8
2012-12,15202,Bulgaria,21,0,1,0,0,0,36,0,1,32,0,-7,75,0,3,46,3,-10
2012-12,15288,Czech Republic,6649,-27,276,0,0,0,292,0,13,1581,11,14,897,9,-87,3452,158,-65
2012-12,15504,Hungary,687,-3,23,447,0,291,115,0,-25,561,3,100,10150,-92,349,2576,-83,-28
2012-12,15601,Latvia,68,0,-2,370,0,14,96,0,5,182,1,0,777,1,173,7,0,1
2012-12,15709,Lithuania,0,0,0,0,0,0,4,0,0,46,0,3,2631,4,-33,11,1,0
2012-12,15768,Poland,30993,-128,1262,496,0,51,388,0,-60,791,5,129,23371,459,898,10260,791,155
2012-12,15806,Romania,5190,-26,-835,54,0,35,282,0,3,66,0,3,1078,1,144,917,35,324
2012-12,16101,Russia,157240,-689,-2489,0,0,-23,883,0,-8,491,3,12,12383,180,-645,54724,3061,1957
2012-12,16403,Ukraine,6126,-26,72,10,0,-30,75,0,-1,26,0,-39,5338,9,-24,247,15,-12
2012-12,16543,Kazakhstan,11274,-48,80,0,0,0,471,0,30,3438,24,49,2676,5,-216,604,34,35
2012-12,16713,Euro Area Countries,500418,-2153,1158,105794,-77,-3786,1095739,-482,7771,876999,6157,14318,555291,2102,9165,1017856,37162,6735
2012-12,19992,Total Europe,1136111,-4897,250,137766,-99,-3752,1679747,-739,10420,1932984,13600,25569,1040120,2497,9228,2414284,67454,9196
2012-12,29998,Canada,52131,-194,7196,3786,-3,13,127982,-56,577,544636,3808,10542,381913,-1295,678,391262,4997,-4234
2012-12,30104,Argentina,1701,-7,38,75,0,0,1568,-1,-15,4631,35,-322,5685,455,-268,1725,288,-135
2012-12,30155,Barbados,3852,-16,59,471,0,6,4752,-2,27,1094,8,-50,1759,24,-15,53,2,-4
2012-12,30309,Brazil,242025,-1051,-1731,2670,-2,288,564,0,-4,2967,20,110,69626,1607,405,149489,9660,2806
2012-12,30406,Chile,19263,-79,855,96,0,-1,2181,-1,-280,22200,154,632,13515,-4,447,13921,534,293
2012-12,30503,Colombia,29397,-126,102,1881,-1,409,1021,-1,-145,7556,52,238,12613,112,193,7469,527,27
2012-12,30708,Cuba,0,0,0,0,0,0,0,0,0,95,0,95,2,0,0,1699,0,1699
2012-12,30805,Dominican Republic,611,-3,-2,27,0,6,149,0,2,258,2,4,1071,15,-18,11,0,0
2012-12,31003,Ecuador,79,0,-6,78,0,1,436,0,128,543,3,143,196,0,2,57,3,2
2012-12,31089,El Salvador,531,-3,-66,146,0,-21,106,0,-8,167,1,5,1195,11,235,1,0,1
2012-12,31607,Jamaica,5,0,2,256,0,1,323,0,40,113,1,3,188,2,8,0,0,0
2012-12,31704,Mexico,55030,-222,3522,35794,-26,-1472,5817,-3,-1158,29379,199,1442,74654,-30,-1509,75278,2933,578
2012-12,31887,Panama,713,-3,34,1648,-1,59,3731,-2,81,8626,61,108,5256,-19,273,17884,-614,-160
2012-12,32204,Peru,14526,-59,891,3969,-3,-5,2298,-1,14,6009,38,725,7356,-40,110,3637,202,96
2012-12,32409,Trinidad and Tobago,3362,-14,76,1035,-1,-69,1878,-1,117,1535,11,5,1217,17,-14,4,0,0
2012-12,32603,Uruguay,8435,-38,-460,623,0,18,855,0,29,1888,13,6,3211,1,49,3,0,2
2012-12,32719,Venezuela,4225,-18,22,292,0,-17,1804,-1,-22,2507,18,4,13504,667,-203,43,3,-10
2012-12,34401,Total Caribbean,173334,-714,7618,96783,-68,-302,489704,-214,6540,795903,5685,-1387,266896,-387,2501,826913,28287,-68623
2012-12,35254,Aruba,163,-1,13,297,0,-14,77,0,-1,412,3,19,505,7,-11,0,0,0
2012-12,35319,Bahamas,3568,-14,363,1289,-1,-42,4529,-2,-11,18464,130,266,1306,-5,2,4184,145,-942
2012-12,35602,Bermuda,79468,-334,2006,39688,-29,-1133,103021,-46,-203,70136,511,-1511,29839,-117,115,150674,4974,-2500
2012-12,35718,Belize,5,0,0,2,0,0,95,0,9,352,2,33,185,2,7,3,0,0
2012-12,35807,British Virgin Islands,10958,-48,-270,3884,-3,-101,18837,-8,203,96173,685,52,6687,-27,328,45089,1952,-15026
2012-12,36137,Cayman Islands,68431,-275,4724,48521,-33,751,351504,-153,6282,583676,4162,-31,219026,-450,943,560609,19676,-48546
2012-12,36188,Curacao,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012-12,37206,Netherlands Antilles,1678,-8,-81,326,0,-4,2629,-1,42,2570,18,-8,5035,-16,1325,64210,-2138,385
2012-12,37508,Saint Lucia,10,0,-5,3,0,0,56,0,3,98,1,8,19,0,0,3,0,3
2012-12,37818,Turks AND Caicos Islands,22,0,0,32,0,-1,75,0,-1,480,3,-6,213,3,-4,0,0,0
2012-12,39942,Total Latin America,382114,-1633,3238,47821,-34,-738,21328,-10,-1430,88362,607,3223,208317,2821,-177,269584,13542,3499
2012-12,40703,Bahrain,711,-3,11,947,-1,-28,217,0,46,610,4,2,299,0,0,25,1,9
2012-12,41319,Sri Lanka,1500,-5,272,30,0,0,0,0,0,17,0,1,1737,-9,-6,565,17,69
2012-12,41408,China,1214131,-5057,41154,177358,-128,-5457,23877,-10,268,231606,1633,2517,928,-6,-90,130760,5743,5569
2012-12,42005,Hong Kong,95574,-417,-1186,27125,-19,-481,10659,-5,-183,48468,340,768,3817,-9,-25,127864,1101,-2294
2012-12,42102,India,52916,-216,2910,3,0,0,55,0,-4,1353,10,13,3496,-1,13,75756,-34,1957
2012-12,42218,Indonesia,23916,-103,117,4496,-3,669,69,0,38,257,2,-11,14646,-58,131,30348,477,22
2012-12,42404,Iraq,1300,-5,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-12,42501,Israel,13415,-52,1385,1725,-1,113,3620,-2,-223,28090,188,1679,18294,17,-54,37475,-2427,1483
2012-12,42609,Japan,1050899,-4536,-1306,248471,-177,-4208,179770,-80,25,317121,2267,-876,61643,-2674,-659,429989,20983,3680
2012-12,43001,Korea,44250,-173,4059,63659,-46,-2672,12566,-5,478,30813,211,1170,31343,70,79,141159,6845,1194
2012-12,43109,Kuwait,23203,-96,925,4298,-3,33,8437,-4,-73,97582,695,142,NA,NA,NA,NA,NA,NA
2012-12,43419,Lebanon,2,0,0,0,0,0,49,0,-1,1004,7,36,542,0,51,180,6,73
2012-12,43605,Malaysia,19180,-83,-46,15526,-11,-242,3079,-1,-18,7397,50,366,11987,-27,311,25068,909,480
2012-12,44105,Oman,15862,-69,-145,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,394,19,75
2012-12,44709,Pakistan,1371,-6,1,6,0,-1,69,0,-3,134,1,-3,294,0,10,1026,22,126
2012-12,44806,Philippines,36447,-156,193,30,0,-1,500,0,40,1193,8,65,7354,-45,-23,14599,390,232
2012-12,45101,Qatar,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6274,6,35,787,50,-47
2012-12,45608,Saudi Arabia,75436,-320,1228,5777,-4,-103,7307,-3,-135,66444,474,-35,NA,NA,NA,NA,NA,NA
2012-12,46019,Singapore,92334,-397,300,4385,-3,114,49127,-22,-48,113955,802,1518,9156,-19,-4,59881,1596,-1745
2012-12,46205,Syria,0,0,-1,0,0,0,0,0,-2,4,0,-21,NA,NA,NA,NA,NA,NA
2012-12,46302,Taiwan,193569,-846,-2657,124846,-87,-19,33901,-15,885,22061,158,-151,201,-1,-9,88235,790,-178
2012-12,46418,Thailand,20083,-84,655,83,0,-1,490,0,3,3037,22,3,3174,14,119,33125,1841,956
2012-12,46604,United Arab Emirates,26045,-110,476,1722,-2,-487,6373,-3,-287,78954,551,1659,4539,4,407,1558,97,-48
2012-12,46906,Vietnam,9222,-36,889,0,0,0,0,0,0,20,0,-1,738,-4,-12,1101,32,148
2012-12,49999,Total Asia,3024110,-12825,49476,680754,-485,-12859,341072,-151,861,1060336,7499,8616,181666,-2753,584,1200662,38539,11767
2012-12,50105,Algeria,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-12,50504,Botswana,1275,-5,8,38,0,0,28,0,0,603,4,9,1,0,1,68,3,8
2012-12,52418,Gabon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,0,6,133,6,-3
2012-12,52604,Ghana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,-1,2,46,2,0
2012-12,53201,Liberia,256,-1,20,75,0,3,267,0,-2,655,5,-3,2183,-5,-5,2795,-102,17
2012-12,53805,Mauritius,76,0,-8,12,0,6,35,0,-1,1856,12,216,52,0,12,6040,278,-43
2012-12,54003,Morocco,1149,-3,554,6,0,0,8,0,1,32,0,0,489,0,447,523,31,0
2012-12,54305,Nigeria,3276,-14,-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,784,-1,188,1793,75,151
2012-12,55719,South Africa,12921,-55,201,203,0,5,818,0,-40,3477,24,130,14386,521,378,71070,6281,1198
2012-12,57002,Egypt,830,-4,9,54,0,3,121,0,-2,203,1,-4,1358,-49,44,3276,174,378
2012-12,59994,Total Africa,29225,-123,711,914,-1,44,2591,-1,17,9193,63,336,22372,457,1494,87373,7186,1349
2012-12,60089,Australia ,22160,-102,-1420,3601,-2,133,24077,-11,278,121043,854,1250,144474,-533,-3863,147980,4050,-530
2012-12,61204,Marshall Islands,9,0,0,4,0,-1,53,0,-2,242,2,2,2743,13,2,8319,268,77
2012-12,61689,New Zealand,3747,-21,-1092,229,0,7,1460,-1,24,8181,57,185,9937,-13,-362,3903,75,-79
2012-12,69906,Total Other Countries,25992,-123,-2494,3880,-3,145,25697,-11,298,129879,916,1437,157162,-533,-4224,161681,4050,259
2012-12,69995,Total Foreign Countries,4823017,-20509,65995,971921,-691,-17245,2751947,-1210,18262,4562547,32191,47578,2258446,2111,8780,5351759,164416,-47148
2012-12,79995,Total IROs,86811,-361,3086,7442,-5,-184,9615,-4,-16,3625,24,196,7306,225,4580,248,9,-29
2012-12,99990,Foreign official: all countries,3660115,-15564,50133,494709,-352,-9598,120510,-53,773,702403,4941,9421,NA,NA,NA,NA,NA,NA
2012-12,99996,All Countries and IROs,4909828,-20870,69081,979363,-697,-17428,2761562,-1214,18246,4566172,32215,47774,2310503,1033,14663,5352007,164063,-46815
2013-01,10189,Austria,3082,-23,-336,285,-2,-17,2600,-15,34,6474,324,-132,6718,-15,33,8942,387,-353
2013-01,10251,Belgium,163430,-823,42609,7244,-54,57,310152,-1752,1467,25811,1252,292,9387,16,2688,39401,1169,-524
2013-01,10405,Cyprus,71,0,0,3,0,0,44,0,1,231,16,-93,396,-1,35,1320,71,-6
2013-01,10502,Denmark,9599,-64,231,352,-3,-110,28349,-160,121,44327,2163,239,6607,-17,633,48969,4930,456
2013-01,10707,Finland,3549,-23,133,130,-1,-5,4923,-26,363,12494,624,-225,4986,-8,-39,21956,1400,187
2013-01,10804,France,44696,-291,1995,5166,-34,-114,46018,-306,-7846,137056,6950,-4597,107390,-203,-493,271456,14258,461
2013-01,11002,Germany,55750,-397,-2573,4870,-36,-628,78845,-431,2869,95520,4388,6208,81922,353,-1190,239493,11715,-1565
2013-01,11207,Greece,1277,-9,2,100,-1,4,3262,-19,-165,3634,181,-64,1259,-6,134,4231,534,-138
2013-01,11304,Iceland,827,-5,52,150,-1,-1,10,0,0,402,21,-17,1726,-28,118,207,9,-6
2013-01,11401,Ireland,73292,-468,4490,44220,-295,-1162,155259,-852,5155,119195,5690,3230,48311,266,1896,154947,6510,3131
2013-01,11509,Italy,28154,-184,1131,1455,-10,-11,10491,-54,1032,15534,680,1673,58789,1801,1598,61015,4837,1944
2013-01,11703,Luxembourg,110849,-780,-3737,25277,-166,-221,419217,-2321,10281,325736,16251,-5469,75422,-920,1492,35840,1866,1392
2013-01,11819,Malta,246,-3,-128,86,-1,-8,703,-4,27,471,23,0,101,0,-2,78,3,14
2013-01,12009,Monaco,59,0,5,196,-1,-3,64,0,3,1801,100,-238,0,0,0,10,0,0
2013-01,12106,Netherlands,27452,-189,-317,11089,-79,-1065,68718,-379,1957,165420,8152,-726,130200,-962,-230,167858,12861,-5255
2013-01,12203,Norway,76057,-506,1717,120,-1,-9,22860,-130,-87,141188,6946,-368,33451,-264,695,26708,1658,52
2013-01,12319,Portugal,2774,-22,-447,36,0,0,379,-2,-10,2501,123,-11,2393,73,480,5342,477,332
2013-01,12505,Spain,21325,-167,-3177,766,-5,-4,2904,-22,-1037,10607,542,-430,34242,696,762,63900,3478,-702
2013-01,12602,Sweden,24237,-174,-1379,613,-4,15,12720,-63,1575,81147,3915,1366,31887,-209,438,72131,5401,-42
2013-01,12688,Switzerland,171670,-1183,-2061,17445,-114,-65,107811,-593,3306,254377,12465,544,15043,-137,388,362865,28676,1944
2013-01,12807,Turkey,14931,-67,5077,0,0,0,92,-1,2,265,13,8,19720,-112,657,31094,517,-163
2013-01,13005,United Kingdom,111478,-730,4255,9984,-67,-384,392375,-2217,2617,543788,26597,2215,296429,-3443,-1867,785565,28397,5980
2013-01,13006,Guernsey,3365,-23,-84,561,-3,76,3394,-19,-21,20933,1076,-863,1387,-17,29,22576,838,-438
2013-01,13007,Jersey,978,-16,-1436,371,-2,25,13725,-82,-720,14387,687,384,9533,-110,-2,50234,1840,-288
2013-01,13008,Isle of Man,699,-5,8,2,0,0,513,-3,-1,1133,56,-3,1494,-17,-22,1551,57,-13
2013-01,13218,Serbia,1126,-8,13,0,0,0,0,0,0,16,1,2,1601,4,180,11,0,0
2013-01,14214,Croatia,278,-4,-270,0,0,0,0,0,-1,239,11,8,2116,-36,66,122,4,11
2013-01,14338,Slovenia,221,-2,-1,7,0,0,113,-1,-1,799,40,-24,1059,-4,-137,175,9,4
2013-01,15202,Bulgaria,7,0,-14,0,0,0,35,0,-1,32,2,-2,45,-1,-29,61,2,13
2013-01,15288,Czech Republic,6311,-45,-293,0,0,0,294,-2,4,1674,82,11,868,-8,-21,3191,-208,-53
2013-01,15504,Hungary,496,-5,-186,452,-3,8,109,-1,-5,938,29,348,10494,177,167,2861,287,-2
2013-01,15601,Latvia,73,0,5,331,-2,-37,96,-1,1,188,9,-3,797,-13,33,7,0,0
2013-01,15709,Lithuania,0,0,0,0,0,0,4,0,0,42,2,-6,2496,-45,-90,12,0,1
2013-01,15768,Poland,31752,-210,969,595,-3,102,416,-2,30,1531,41,699,22317,-49,-1005,10229,-316,285
2013-01,15806,Romania,4730,-35,-425,64,0,10,289,-2,9,66,3,-3,1524,-19,465,1085,38,130
2013-01,16101,Russia,160579,-1063,4402,0,0,0,900,-5,22,525,25,9,12387,-162,166,58743,3436,583
2013-01,16403,Ukraine,6110,-41,25,10,0,0,79,0,4,27,1,0,5482,-92,236,272,10,15
2013-01,16543,Kazakhstan,11287,-76,89,0,0,0,256,-3,-212,3523,177,-92,2624,-46,-6,552,25,-77
2013-01,16713,Euro Area Countries,536610,-3384,39652,100750,-682,-3213,1103712,-6184,14127,921882,45251,-381,563209,1025,6973,1076139,59586,-1088
2013-01,19992,Total Europe,1178571,-7684,50144,132152,-889,-3538,1690462,-9481,20978,2035680,99738,3908,1044609,-3616,8358,2555713,135221,6439
2013-01,29998,Canada,45966,-353,-5812,3719,-24,-43,125949,-722,-1311,565175,28102,-7705,387532,-3627,9246,395898,6444,-1964
2013-01,30104,Argentina,1654,-12,-35,71,0,-4,1556,-9,-3,4764,239,-106,6129,-367,811,1918,288,-95
2013-01,30155,Barbados,3779,-26,-47,459,-3,-9,4760,-27,35,1125,56,-25,1741,-22,4,1573,2,1518
2013-01,30309,Brazil,242787,-1637,2399,2253,-17,-400,524,-3,-37,3061,153,-59,70856,491,739,154627,4227,911
2013-01,30406,Chile,19500,-130,367,95,-1,0,2193,-12,24,24276,1145,931,13303,-283,71,14972,1033,18
2013-01,30503,Colombia,29417,-199,219,2136,-12,267,1014,-6,-1,8362,390,416,12694,-322,403,7527,142,-84
2013-01,30708,Cuba,0,0,0,0,0,0,0,0,0,0,5,-100,2,0,0,0,63,-1762
2013-01,30805,Dominican Republic,586,-4,-21,30,0,3,146,-1,-2,252,13,-19,1090,-13,32,11,0,0
2013-01,31003,Ecuador,78,-1,0,87,-1,10,447,-2,13,403,28,-168,193,8,-11,55,2,-4
2013-01,31089,El Salvador,588,-4,61,122,-1,-23,116,-1,11,172,9,-4,1193,-26,24,0,0,-1
2013-01,31607,Jamaica,3,0,-2,268,-2,14,341,-2,20,118,6,-1,147,-2,-39,0,0,0
2013-01,31704,Mexico,58888,-372,4230,36822,-231,1259,5630,-33,-154,30915,1516,20,76731,-677,2754,79326,4132,-84
2013-01,31887,Panama,682,-5,-26,1570,-11,-67,3778,-21,68,8805,445,-266,5233,-198,175,19097,1102,111
2013-01,32204,Peru,15542,-98,1114,4640,-26,697,2096,-13,-189,5932,310,-387,7401,-264,309,3192,-41,-404
2013-01,32409,Trinidad and Tobago,3400,-23,61,1048,-7,20,2130,-11,263,1558,79,-56,1175,-15,-27,4,0,0
2013-01,32603,Uruguay,8246,-57,-132,620,-4,1,835,-5,-15,1946,97,-39,3112,-128,29,1,0,-2
2013-01,32719,Venezuela,4255,-29,59,381,-2,91,1797,-10,3,2603,129,-33,13791,183,104,55,2,10
2013-01,34401,Total Caribbean,180165,-1172,8003,88756,-624,-7403,486968,-2764,28,835016,41067,-3843,272055,-2042,7201,859711,41068,-6665
2013-01,35254,Aruba,160,-1,-2,290,-2,-5,85,0,8,439,21,6,507,-6,8,0,0,0
2013-01,35319,Bahamas,3239,-24,-305,1224,-8,-57,4448,-26,-55,18877,953,-540,1324,-15,33,4974,202,588
2013-01,35602,Bermuda,83261,-537,4330,36872,-256,-2560,101445,-581,-995,72934,3619,-821,29897,-342,400,158743,5994,2075
2013-01,35718,Belize,6,0,1,2,0,0,95,-1,1,344,18,-26,192,-4,11,3,0,0
2013-01,35807,British Virgin Islands,11237,-74,353,3794,-25,-65,19341,-106,610,97919,4962,-3216,6581,-83,-23,45569,1689,-365
2013-01,36137,Cayman Islands,70908,-463,2940,43652,-313,-4556,349833,-1984,313,616890,30116,1209,224333,-1135,6442,575812,20995,-4211
2013-01,36188,Curacao,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2013-01,37206,Netherlands Antilles,2176,-11,509,388,-2,64,2640,-15,26,2377,133,-326,4999,-63,27,71982,8109,-337
2013-01,37508,Saint Lucia,7,0,-3,2,0,-1,59,0,3,101,5,-2,18,0,-1,4,0,1
2013-01,37818,Turks AND Caicos Islands,24,0,2,31,0,-1,73,0,-2,545,25,40,211,-3,1,0,0,0
2013-01,39942,Total Latin America,387830,-2584,8300,49349,-308,1836,20938,-120,-270,93125,4559,204,212338,-1670,5691,280849,10891,374
2013-01,40703,Bahrain,700,-5,-6,843,-6,-98,215,-1,-1,702,31,61,270,3,-32,14,1,-12
2013-01,41319,Sri Lanka,1357,-10,-133,10,0,-20,0,0,0,18,1,0,1815,-41,119,516,6,-55
2013-01,41408,China,1208392,-8211,2472,177084,-1144,870,23493,-135,-249,239921,11950,-3635,1092,-4,168,139981,5386,4213
2013-01,42005,Hong Kong,94986,-646,58,26994,-175,44,10871,-60,272,50661,2501,-308,3447,-42,-328,131649,7448,-3663
2013-01,42102,India,51773,-358,-785,3,0,0,56,0,1,1436,70,13,3628,11,121,79421,3778,-113
2013-01,42218,Indonesia,23325,-162,-429,3945,-29,-522,70,0,1,274,13,4,14436,-246,36,31643,681,614
2013-01,42404,Iraq,1500,-9,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01,42501,Israel,14247,-91,923,1896,-11,182,3647,-20,47,28799,1449,-740,18516,188,34,38225,214,536
2013-01,42609,Japan,1044094,-7107,302,234576,-1603,-12292,180455,-1015,1700,326768,16363,-6716,59087,-2717,161,445156,15773,-606
2013-01,43001,Korea,44929,-299,978,60900,-411,-2348,13240,-71,745,32560,1590,157,30680,-393,-270,134514,-5776,-869
2013-01,43109,Kuwait,23344,-157,298,4394,-28,124,8338,-48,-51,106196,5035,3579,NA,NA,NA,NA,NA,NA
2013-01,43419,Lebanon,2,0,0,0,0,0,48,0,-1,1508,52,452,757,6,209,119,7,-68
2013-01,43605,Malaysia,19100,-130,50,14871,-100,-555,3085,-17,23,7569,382,-210,11951,-167,131,24365,-1203,500
2013-01,44105,Oman,16048,-107,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,358,15,-51
2013-01,44709,Pakistan,1270,-9,-92,6,0,0,68,0,-1,139,7,-2,282,-4,-8,909,17,-134
2013-01,44806,Philippines,39173,-246,2972,30,0,0,488,-3,-9,1202,62,-53,7245,-140,31,15791,1129,63
2013-01,45101,Qatar,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5946,64,-392,856,29,40
2013-01,45608,Saudi Arabia,74808,-510,-118,7164,-37,1424,7614,-41,348,67988,3428,-1884,NA,NA,NA,NA,NA,NA
2013-01,46019,Singapore,95855,-624,4145,4296,-28,-61,48871,-277,21,118949,5880,-886,8915,-133,-108,61368,819,668
2013-01,46205,Syria,0,0,0,0,0,0,0,0,0,3,0,-1,NA,NA,NA,NA,NA,NA
2013-01,46302,Taiwan,190792,-1309,-1468,126131,-805,2090,36145,-191,2435,22667,1138,-532,119,-5,-77,89594,211,1148
2013-01,46418,Thailand,19838,-136,-109,77,-1,-5,493,-3,6,3101,157,-93,3333,67,92,36279,1936,1218
2013-01,46604,United Arab Emirates,28108,-176,2239,1690,-11,-21,6375,-36,38,82399,4074,-629,4529,47,-57,1978,57,363
2013-01,46906,Vietnam,9946,-62,786,0,0,0,0,0,0,21,1,0,745,-17,24,1288,11,176
2013-01,49999,Total Asia,3016660,-20453,13003,665188,-4391,-11175,344361,-1925,5214,1103423,54711,-11624,178027,-3582,-57,1234805,30571,3950
2013-01,50105,Algeria,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01,50504,Botswana,1306,-9,40,37,0,-1,27,0,-1,584,31,-50,1,0,0,57,1,-12
2013-01,52418,Gabon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,-3,4,137,2,2
2013-01,52604,Ghana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,-9,19,54,1,7
2013-01,53201,Liberia,271,-2,17,73,0,-2,256,-2,-9,620,34,-69,2107,-35,-41,2933,181,-43
2013-01,53805,Mauritius,74,-1,-1,14,0,2,44,0,9,1908,96,-44,159,-1,108,6277,79,158
2013-01,54003,Morocco,1134,-8,-7,6,0,0,12,0,4,31,2,-3,563,-8,82,456,19,-86
2013-01,54305,Nigeria,3216,-22,-38,NA,NA,NA,NA,NA,NA,NA,NA,NA,958,-13,187,1947,23,131
2013-01,55719,South Africa,12939,-87,105,186,-1,-16,776,-5,-37,3678,179,22,13857,-612,83,66362,-4017,-691
2013-01,57002,Egypt,772,-6,-52,51,0,-3,125,-1,5,200,10,-13,1353,-44,39,2634,121,-763
2013-01,59994,Total Africa,29601,-198,574,910,-6,2,2548,-15,-28,9448,474,-219,21987,-779,394,82541,-3463,-1369
2013-01,60089,Australia ,23091,-150,1081,2558,-23,-1020,23819,-136,-122,127429,6246,-24,150349,-1336,7211,156213,8140,93
2013-01,61204,Marshall Islands,7,0,-2,4,0,0,47,0,-6,250,12,-4,2793,-53,103,9563,331,913
2013-01,61689,New Zealand,4677,-25,955,211,-1,-17,1514,-8,62,8689,422,86,9942,14,-9,4212,390,-81
2013-01,69906,Total Other Countries,27849,-176,2033,2818,-25,-1037,25479,-145,-73,136811,6701,67,163092,-1336,7266,171543,8140,1722
2013-01,69995,Total Foreign Countries,4866642,-32619,76244,942929,-6269,-21536,2761081,-15532,25448,4779361,235417,-19848,2279640,-18365,39812,5581060,229625,1734
